secucode,publish_date,announcement_title,regulatory_focus_points_json
002113.SZ,2021-10-14,ST天润-关注函-2021-10-14,"['详细披露控股股东及其关联方非经营性资金占用的具体情况。', '说明解决资金占用的具体措施和预计时间。', '全面自查是否存在其他应披露未披露的事项。']"
002113.SZ,2021-05-11,*ST天润-年报问询函-2021-05-11,"['年审会计师详细说明已执行的审计程序与获取的证据。', '年审会计师解释重要性水平选取依据及变化原因。', '年审会计师说明预计负债冲回事项是否合规。', '公司列示违规担保情况并说明计提依据。', '公司说明违规担保对生产经营的影响。', '公司核查租赁合同收益权交易商业实质和必要性。', '公司解释未确认租赁收入的原因及措施。', '公司说明无形资产减值准备计提的合理性。', '年审会计师核查并发表意见。']"
002113.SZ,2023-04-10,ST天润-问询函-2023-04-10,"['核查是否存在其他协议、备忘录并说明内容。', '说明债务免除事项的有效性及对上市公司的影响。', '披露恒润华创的补偿情况和坏账准备计提情况。', '自查控股股东是否侵害上市公司利益。', '独立董事、独立财务顾问、律师发表核查意见']"
002121.SZ,2022-05-26,科陆电子-关注函-2022-05-26,"['深圳资本集团与美的集团的股份转让及表决权委托是否合规？', '表决权委托协议的具体生效时点或条件是什么？', '截至回函日，美的集团是否支付保证金？', '自表决权委托生效之日起，双方是否构成一致行动关系？', '公司认为应说明的其他事项。']"
002121.SZ,2020-01-22,科陆电子-关注函-2020-01-22,"['说明对百年金海科技有限公司应收账款的形成原因、账面金额及计提依据。', '详细说明北京国能电池科技股份有限公司业务情况及其业绩下滑的原因。', '解释存量光伏电站资产减值准备的具体依据和合理性。', '结合芯珑电子经营状况，说明商誉减值准备的相关依据。', '分析存货等资产减值迹象的时间及是否存在利润调节情形。', '核查会计估计判断是否符合《企业会计准则》并发表意见。']"
002121.SZ,2020-04-27,科陆电子-关注函-2020-04-27,"['知悉并核查上述事项的具体过程及信息披露情况。', '中核国缆与中核广赢签署《股权转让协议》后的资金到位和流向。', '合同当事人是否存在恶意串通损害公司利益的情况。', '说明质押合同所担保的债务情况及其会计处理。', '受让股权后未变更法定代表人原因，是否构成大股东资金占用。', '违规事项的具体责任人。']"
002121.SZ,2020-06-10,*ST科陆-关注函-2020-06-10,"['股权交易对价定价依据及与账面净资产差异原因', '前期计提预计负债的充分性，是否存在利润调节', '受让方支付能力及房产过户障碍', '借款清偿及担保措施的有效性和可执行性', '应说明其他事项']"
002121.SZ,2021-05-13,*ST科陆-年报问询函-2021-05-13,"['连续四年扣非后净利润为负的原因及持续经营能力', '经营活动现金流大幅增长原因及合理性', '四个季度营业收入与扣非后净利润变化趋势不一致的原因', '储能业务收入及毛利率大幅增长的可持续性', '销售量下降但营业收入及扣非后净利润增长的原因', '直接人工成本下降的原因和合理性', '是否存在违规对外担保情形', '自查是否存在应实施退市风险警示或其他风险警示的情形', '资产转让收益确认过程、依据及会计处理是否符合规定', '2021年需偿还借款的具体情况及短期偿债风险', '股份质押或冻结的最新进展及平仓风险', '放弃控制权事项对控制权稳定性的影响', '商业承兑票据大幅增长的原因及坏账准备计提充分性', '其他应收款坏账准备计提比例依据']"
002121.SZ,2020-05-12,*ST科陆-年报问询函-2020-05-12,"['披露中核国缆违规担保的具体情况。', '自查违规担保事项是否需风险警示。', '说明公司内部控制的有效性及是否存在其他未披露的违规担保。', '说明海外业务具体产品、盈利模式和客户构成。', '分析海外业务增长的可持续性。', '解释海外业务毛利率高的原因。', '确认收入政策是否符合会计准则。', '解释担保损失与预计负债差异的原因。', '披露北京国能股权投资减值测试过程。', '说明本期全额计提减值准备的合理性。', '解释货币资金余额水平合理性。', '说明受限预收房屋销售款的具体情况。', '分析龙岗土地及科陆洲股权未交割原因。', '评估交易预计收益的审慎性。', '重新预计交易对业绩影响并提示风险。', '解释出售上海卡耐新能源有限公司投资损失差异']"
002123.SZ,2021-06-10,梦网科技-年报问询函-2021-06-10,"['梦网科技、梦网视讯、尚鼎策划商誉减值测试过程及合理性', '长账龄应收账款原因及客户信息', '营业收入减少而扣非后净利润大幅增加的原因', '第四季度经营业绩大幅上涨的原因', '云通信服务毛利率合理性', '其他应收款款项支付情况及坏账准备', '会计差错更正对2020年报表影响', '长账龄预付账款合理性', '前五大客户、供应商信息及其变动情况', '收入确认不准确的具体情况', '资产转让协议详细情况']"
002123.SZ,2020-08-21,梦网集团-关注函-2020-08-21,"['详细披露催收应收款的基本情况及支付合理性', '补充披露本次催收奖励安排是否符合公司制度', '说明扣减或返还咨询服务费的具体计算方式', '解释为何采取支付服务费调动管理层积极性', '说明将催收奖励金支付给宁波长富而非员工本人的原因', '补充披露与宁波长富签订的咨询服务合同条款', '说明未在股权转让协议中涉及催收回款费用安排的原因', '说明孙贤大、孔祥声、崔效毓是否任职及宁波瑞富代表荣信兴业经营团队原因', '解释为何向北京君得和宁波瑞富支付服务费合理性', '补充披露与北京君得、宁波瑞富签订的咨询服务合同条款', '详细披露催收服务费的具体构成及计算过程', '说明预先支付催收服务费的原因及确保可实现性']"
002123.SZ,2022-05-11,梦网科技-年报问询函-2022-05-11,"['商誉减值测试过程及依据是否充分合理', '元宇宙业务关联性、风险提示及影响', '扣非后净利润和现金流大幅下降原因', '货币资金和其他借款情况合理性', '应收账款增长及坏账准备计提情况']"
002437.SZ,2020-05-27,誉衡药业-年报问询函-2020-05-27,"['解释普德药业和华拓万川的商誉减值准备', '说明重组人胰岛素协议终止原因及赔偿合理性', '评估Proteus Digital Health, Inc投资损失依据', '详细说明其他应收款坏账计提情况', '对比同行业毛利率合理性', '解释职工薪酬大幅增长原因', '披露近三年举债详情及其与业绩匹配性', '分析出售澳诺制药对公司主营业务影响及剩余款项回收风险', '说明控股股东债务违约对生产经营和公司治理的影响']"
002445.SZ,2022-08-22,中南文化-关注函-2022-08-22,"['补充说明投资参与方出资额、时间安排及资金充足性', '公司是否具备相关行业技术积累和人才储备', '提示与关联方合资项目风险', '近期接待调研情况是否存在违规披露', '核查合作事项进程、信息披露及内幕交易']"
002445.SZ,2020-06-09,*ST中南-年报问询函-2020-06-09,"['详细说明违规担保的具体情况及解决进展。', '结合市场案例和诉讼进展，说明预计负债计提是否充分合理。', '解释保留意见涉及事项对公司财务报表的影响。', '生产经营现状及是否存在退市风险警示情形。', '近三年债权融资、对外投资等分析偿债风险。', '量化分析短期和长期偿债能力并提出措施。', '前控股股东及其他关联方资金占用原因及归还情况。', '补充披露银行账户被冻结的具体情况及其影响。', '说明债务逾期是否及时履行信息披露义务。', '分析货币资金状况对正常运营的影响。', '解释应收账款前五名的账龄结构和坏账准备计提合理性。', '详细说明其他应收款中往来款、押金及保证金的具体内容。', '解释全额计提江阴中南重工集团有限公司款项坏账准备的原因。']"
002445.SZ,2021-05-17,*ST中南-年报问询函-2021-05-17,"['诉讼预计负债是否充分合理？保函能否覆盖违规担保金额？', '近三年营业收入下滑及扣非后净利润为负的原因及合理性。', '公司是否符合撤销退市风险警示的规定。', '金属制品、影视剧毛利率为何为负，艺人经纪、版权毛利率上升原因。', '子公司亏损原因分析及商誉减值计提依据。', '应收账款坏账准备计提是否恰当？前五大客户情况。', '破产重整收益确认时点和会计处理合理性。']"
